,index
19962,19962
19237,19237
19269,19269
19305,19305
19786,19786
19957,19957
19743,19743
19491,19491
19630,19630
19338,19338
19885,19885
19175,19175
20364,20364
20444,20444
20355,20355
20165,20165
19839,19839
20413,20413
19213,19213
20142,20142
19664,19664
20273,20273
20247,20247
20105,20105
19696,19696
20200,20200
19357,19357
20029,20029
19397,19397
19254,19254
19336,19336
19409,19409
19526,19526
20217,20217
19698,19698
19699,19699
19747,19747
19966,19966
19954,19954
19327,19327
20279,20279
20437,20437
19882,19882
20252,20252
19986,19986
19195,19195
20248,20248
20381,20381
19617,19617
19634,19634
20138,20138
19649,19649
19211,19211
20002,20002
19681,19681
19977,19977
19183,19183
19881,19881
19291,19291
19616,19616
19693,19693
19335,19335
20231,20231
19242,19242
19248,19248
20348,20348
19469,19469
19633,19633
19279,19279
19179,19179
19236,19236
19969,19969
19784,19784
19926,19926
19854,19854
19973,19973
20301,20301
19671,19671
19692,19692
19645,19645
20286,20286
19551,19551
19791,19791
19795,19795
20137,20137
19346,19346
19862,19862
19521,19521
19783,19783
19257,19257
19748,19748
19752,19752
20327,20327
19687,19687
19858,19858
20330,20330
19464,19464
19674,19674
19650,19650
19836,19836
19244,19244
20268,20268
19845,19845
19383,19383
20265,20265
20183,20183
20082,20082
19460,19460
19666,19666
20164,20164
20206,20206
19735,19735
19635,19635
19815,19815
19762,19762
19545,19545
19706,19706
20282,20282
20181,20181
20199,20199
19818,19818
20225,20225
19472,19472
19132,19132
20196,20196
19594,19594
19525,19525
19585,19585
19695,19695
19235,19235
20087,20087
19822,19822
19367,19367
20404,20404
19191,19191
20130,20130
19407,19407
20431,20431
19829,19829
20076,20076
20051,20051
19265,19265
19289,19289
20036,20036
20038,20038
20253,20253
19445,19445
20430,20430
19794,19794
19258,19258
19463,19463
19371,19371
19855,19855
19450,19450
19732,19732
20438,20438
20010,20010
20081,20081
19413,19413
19147,19147
19372,19372
19284,19284
19368,19368
20235,20235
19548,19548
20016,20016
19542,19542
20276,20276
20263,20263
19998,19998
19146,19146
19682,19682
20334,20334
19298,19298
19220,19220
19516,19516
19999,19999
19805,19805
19734,19734
20401,20401
19271,19271
20045,20045
20428,20428
19898,19898
19454,19454
20078,20078
20202,20202
20027,20027
19243,19243
19651,19651
19592,19592
19180,19180
20065,20065
19759,19759
20069,20069
20188,20188
19897,19897
19577,19577
19227,19227
20257,20257
19370,19370
19412,19412
19638,19638
19930,19930
19658,19658
19253,19253
19171,19171
20139,20139
19339,19339
19498,19498
19323,19323
19832,19832
20429,20429
19215,19215
19504,19504
20245,20245
20443,20443
19990,19990
20271,20271
19285,19285
20312,20312
19792,19792
20041,20041
19197,19197
20272,20272
20287,20287
19825,19825
20284,20284
19571,19571
20089,20089
19670,19670
20233,20233
19939,19939
19304,19304
20203,20203
19310,19310
19451,19451
19332,19332
19980,19980
19837,19837
19278,19278
19847,19847
20099,20099
19519,19519
19601,19601
20072,20072
19937,19937
19918,19918
20394,20394
19302,19302
20411,20411
19224,19224
19680,19680
19952,19952
19295,19295
20300,20300
20007,20007
20040,20040
19249,19249
19534,19534
19662,19662
20220,20220
19806,19806
19228,19228
20388,20388
20379,20379
19824,19824
19741,19741
19578,19578
19246,19246
20035,20035
20135,20135
19517,19517
19352,19352
19673,19673
20373,20373
19995,19995
19777,19777
19165,19165
19140,19140
19134,19134
19620,19620
20292,20292
20382,20382
19354,19354
19401,19401
19385,19385
19518,19518
20169,20169
19422,19422
19700,19700
19838,19838
19631,19631
19513,19513
20091,20091
19586,19586
20163,20163
19487,19487
20122,20122
20179,20179
20241,20241
20414,20414
19590,19590
20423,20423
20191,20191
20116,20116
20004,20004
19780,19780
19842,19842
19951,19951
19644,19644
19316,19316
19458,19458
19260,19260
19889,19889
19640,19640
20207,20207
20335,20335
20432,20432
19560,19560
20435,20435
19523,19523
19892,19892
20378,20378
19466,19466
19981,19981
19347,19347
19713,19713
19580,19580
19656,19656
19229,19229
19923,19923
19549,19549
19264,19264
19387,19387
19632,19632
19219,19219
20177,20177
20416,20416
20111,20111
20418,20418
19851,19851
19297,19297
19705,19705
19231,19231
20014,20014
19949,19949
20075,20075
20296,20296
19942,19942
19358,19358
19376,19376
20145,20145
19812,19812
20328,20328
20218,20218
19326,19326
19185,19185
19273,19273
19985,19985
19150,19150
19267,19267
20352,20352
19320,19320
20171,20171
19605,19605
19130,19130
19178,19178
20204,20204
19934,19934
19245,19245
19751,19751
19495,19495
19251,19251
19676,19676
20055,20055
19210,19210
20383,20383
19432,19432
19184,19184
19319,19319
20057,20057
19593,19593
19976,19976
19476,19476
19325,19325
19820,19820
19544,19544
19199,19199
19912,19912
20133,20133
19351,19351
20156,20156
19343,19343
20001,20001
20173,20173
19941,19941
19496,19496
19442,19442
20073,20073
19785,19785
19530,19530
20143,20143
19364,19364
20092,20092
19691,19691
20037,20037
19482,19482
19478,19478
19720,19720
20113,20113
19908,19908
20424,20424
19899,19899
19961,19961
19553,19553
20333,20333
20226,20226
20280,20280
19444,19444
20341,20341
19828,19828
20118,20118
19453,19453
19144,19144
20077,20077
20126,20126
19712,19712
20329,20329
20222,20222
19417,19417
19276,19276
20026,20026
19763,19763
19875,19875
19979,19979
19659,19659
19515,19515
19300,19300
20068,20068
19589,19589
19400,19400
19983,19983
20410,20410
19433,19433
19268,19268
19507,19507
20084,20084
19669,19669
19311,19311
20023,20023
19550,19550
20053,20053
19365,19365
19177,19177
19772,19772
19266,19266
19349,19349
19535,19535
19533,19533
19722,19722
19232,19232
19903,19903
19893,19893
19200,19200
19324,19324
20154,20154
19938,19938
20129,20129
20342,20342
20298,20298
20387,20387
19864,19864
19667,19667
20317,20317
20161,20161
20275,20275
20356,20356
19543,19543
20160,20160
19798,19798
20190,20190
19904,19904
20442,20442
19202,19202
19287,19287
19755,19755
19221,19221
19849,19849
19648,19648
19753,19753
20262,20262
19331,19331
19214,19214
20052,20052
19731,19731
20034,20034
19814,19814
20250,20250
19910,19910
20322,20322
19419,19419
19226,19226
19609,19609
19355,19355
20371,20371
19871,19871
19971,19971
19142,19142
19158,19158
19536,19536
19970,19970
19925,19925
19162,19162
19703,19703
19697,19697
20121,20121
19274,19274
20182,20182
19827,19827
19562,19562
19917,19917
19317,19317
20146,20146
19859,19859
20239,20239
19906,19906
20362,20362
20061,20061
20339,20339
19935,19935
19410,19410
20346,20346
19932,19932
20192,20192
19318,19318
19789,19789
20321,20321
19637,19637
19434,19434
19833,19833
20088,20088
20157,20157
19704,19704
20184,20184
19207,19207
20351,20351
19514,19514
20008,20008
20367,20367
19749,19749
19647,19647
19188,19188
19511,19511
20325,20325
19750,19750
19527,19527
20060,20060
19283,19283
19603,19603
19872,19872
19484,19484
19139,19139
19928,19928
20376,20376
19189,19189
19652,19652
20425,20425
19931,19931
19622,19622
20009,20009
19727,19727
19141,19141
19329,19329
19270,19270
19761,19761
19888,19888
19817,19817
20201,20201
20063,20063
19384,19384
19399,19399
19475,19475
20097,20097
20032,20032
19322,19322
19663,19663
19382,19382
19506,19506
19479,19479
20324,20324
19922,19922
19159,19159
20107,20107
19953,19953
19861,19861
20046,20046
19907,19907
19878,19878
19587,19587
20350,20350
20264,20264
20115,20115
20151,20151
20149,20149
19886,19886
19263,19263
20316,20316
20403,20403
19471,19471
19435,19435
19936,19936
19955,19955
19411,19411
19668,19668
20112,20112
19823,19823
19294,19294
19709,19709
19431,19431
20386,20386
19502,19502
20090,20090
19486,19486
19919,19919
20136,20136
19714,19714
20278,20278
20347,20347
19852,19852
20152,20152
20237,20237
19209,19209
19996,19996
19391,19391
19303,19303
20449,20449
19796,19796
19485,19485
19612,19612
20390,20390
20385,20385
19725,19725
19887,19887
20320,20320
19537,19537
20101,20101
19286,19286
19728,19728
19133,19133
19916,19916
20359,20359
20071,20071
19883,19883
20291,20291
20100,20100
19665,19665
19598,19598
19801,19801
20285,20285
19826,19826
20433,20433
19974,19974
20244,20244
19394,19394
19566,19566
20343,20343
20427,20427
19163,19163
20288,20288
19618,19618
20297,20297
19639,19639
20086,20086
20375,20375
19281,19281
20261,20261
20158,20158
19740,19740
19685,19685
19929,19929
19841,19841
19135,19135
19721,19721
20249,20249
20141,20141
20110,20110
19443,19443
19314,19314
20357,20357
20395,20395
20299,20299
19807,19807
19416,19416
19192,19192
19773,19773
20167,20167
19564,19564
20295,20295
20000,20000
20344,20344
19427,19427
19765,19765
20042,20042
19654,19654
19890,19890
19436,19436
19341,19341
19138,19138
20270,20270
19321,19321
19359,19359
20211,20211
20019,20019
19350,19350
19403,19403
20391,20391
19398,19398
20353,20353
20266,20266
19958,19958
19774,19774
19768,19768
19690,19690
20070,20070
19438,19438
19756,19756
19770,19770
20308,20308
19547,19547
20174,20174
20048,20048
19707,19707
19653,19653
19429,19429
19819,19819
20140,20140
19802,19802
19987,19987
19920,19920
19418,19418
20011,20011
19196,19196
19148,19148
20398,20398
20062,20062
20361,20361
19896,19896
19869,19869
20274,20274
19161,19161
19490,19490
19405,19405
20400,20400
19509,19509
19788,19788
19532,19532
20255,20255
20232,20232
19160,19160
19505,19505
19480,19480
19960,19960
19239,19239
19193,19193
19808,19808
20117,20117
19863,19863
19579,19579
19489,19489
19943,19943
20214,20214
19736,19736
19408,19408
19396,19396
19776,19776
20372,20372
20240,20240
20426,20426
19848,19848
19809,19809
20189,20189
19866,19866
19831,19831
20193,20193
20399,20399
19230,19230
20422,20422
19746,19746
20305,20305
19876,19876
20436,20436
20340,20340
19448,19448
19619,19619
19375,19375
20289,20289
20134,20134
19512,19512
19884,19884
20242,20242
19771,19771
20369,20369
20216,20216
19924,19924
19613,19613
19767,19767
19468,19468
19608,19608
19449,19449
19473,19473
19204,19204
19646,19646
19353,19353
20168,20168
19853,19853
19679,19679
19959,19959
19143,19143
19775,19775
20213,20213
20243,20243
20397,20397
19615,19615
19524,19524
19684,19684
19381,19381
19421,19421
19313,19313
20155,20155
20043,20043
19312,19312
20407,20407
19529,19529
20178,20178
20006,20006
19993,19993
19234,19234
19575,19575
20176,20176
19272,19272
19764,19764
19717,19717
20210,20210
20031,20031
19455,19455
20205,20205
19240,19240
20267,20267
19153,19153
20439,20439
19494,19494
19754,19754
20415,20415
19860,19860
20332,20332
19574,19574
20315,20315
20066,20066
19538,19538
19857,19857
19182,19182
19344,19344
19737,19737
19568,19568
19290,19290
19834,19834
19947,19947
19689,19689
19573,19573
19964,19964
19366,19366
19602,19602
19241,19241
20368,20368
19447,19447
19597,19597
19688,19688
19461,19461
20365,20365
19205,19205
20236,20236
20015,20015
19309,19309
19439,19439
19997,19997
20345,20345
19992,19992
20448,20448
19588,19588
19247,19247
19474,19474
20366,20366
19742,19742
20254,20254
19745,19745
20303,20303
20166,20166
20246,20246
20221,20221
20318,20318
19757,19757
20094,20094
20409,20409
19520,19520
19600,19600
19567,19567
19583,19583
19843,19843
19678,19678
19173,19173
19404,19404
20293,20293
19879,19879
19288,19288
19610,19610
19345,19345
20323,20323
19902,19902
19797,19797
19348,19348
19212,19212
19911,19911
19259,19259
19430,19430
19299,19299
20104,20104
19724,19724
19275,19275
20441,20441
19790,19790
20197,20197
20269,20269
19389,19389
19744,19744
20209,20209
19157,19157
19238,19238
20025,20025
19642,19642
19296,19296
19874,19874
20336,20336
19233,19233
20186,20186
19145,19145
19944,19944
19552,19552
19333,19333
19581,19581
19661,19661
19477,19477
20047,20047
20306,20306
19356,19356
19555,19555
20106,20106
20195,20195
19624,19624
19493,19493
19540,19540
19459,19459
19164,19164
20170,20170
19392,19392
19149,19149
20313,20313
20208,20208
20127,20127
19702,19702
20331,20331
19710,19710
20003,20003
19596,19596
19127,19127
19167,19167
19867,19867
20148,20148
19660,19660
20102,20102
20093,20093
19187,19187
20447,20447
19176,19176
19611,19611
20307,20307
19643,19643
19557,19557
20132,20132
19604,19604
20360,20360
20277,20277
19621,19621
19991,19991
20180,20180
20349,20349
20039,20039
19810,19810
19559,19559
19225,19225
19337,19337
20021,20021
19151,19151
19503,19503
19203,19203
19595,19595
19546,19546
20114,20114
19218,19218
20219,20219
19840,19840
20393,20393
19799,19799
20083,20083
19657,19657
19627,19627
20392,20392
20125,20125
20012,20012
20013,20013
20120,20120
20389,20389
20124,20124
19900,19900
19582,19582
20058,20058
20215,20215
19374,19374
20095,20095
19988,19988
20074,20074
19584,19584
19206,19206
19909,19909
20354,20354
20251,20251
19446,19446
20054,20054
19675,19675
19715,19715
20304,20304
19194,19194
19873,19873
19363,19363
19921,19921
20131,20131
19393,19393
20223,20223
19655,19655
20310,20310
20281,20281
19877,19877
19686,19686
19420,19420
19362,19362
19522,19522
20109,20109
19169,19169
20421,20421
20258,20258
19201,19201
19563,19563
19481,19481
19914,19914
19156,19156
19614,19614
20212,20212
20337,20337
19576,19576
19465,19465
19850,19850
19975,19975
19342,19342
20098,20098
20049,20049
19811,19811
20022,20022
19528,19528
19558,19558
19501,19501
19880,19880
20172,20172
19330,19330
20017,20017
19994,19994
19440,19440
19982,19982
19280,19280
20162,20162
19539,19539
19136,19136
19623,19623
20314,20314
20420,20420
20229,20229
20144,20144
19895,19895
19625,19625
19607,19607
19945,19945
19426,19426
20377,20377
19933,19933
20234,20234
19250,19250
19152,19152
19978,19978
20079,20079
20059,20059
19694,19694
19846,19846
19835,19835
19719,19719
20085,20085
19816,19816
19956,19956
19891,19891
20405,20405
19256,19256
19414,19414
20260,20260
19915,19915
20103,20103
20417,20417
19282,19282
19208,19208
20128,20128
20119,20119
19901,19901
19729,19729
19181,19181
20028,20028
19262,19262
19963,19963
19216,19216
19856,19856
19561,19561
19758,19758
19198,19198
20384,20384
20309,20309
19255,19255
19708,19708
20159,20159
19129,19129
19968,19968
19760,19760
19456,19456
19307,19307
19870,19870
20020,20020
19166,19166
20150,20150
19170,19170
20358,20358
19223,19223
19128,19128
19531,19531
20056,20056
19222,19222
19508,19508
20238,20238
20153,20153
19334,19334
19190,19190
19778,19778
19711,19711
19738,19738
19830,19830
19554,19554
19492,19492
20445,20445
19360,19360
19315,19315
19894,19894
20080,20080
19965,19965
20147,20147
19541,19541
19626,19626
19174,19174
20224,20224
19488,19488
19483,19483
20227,20227
19457,19457
19769,19769
10575,10575
11467,11467
11502,11502
11402,11402
10256,10256
11209,11209
11055,11055
11466,11466
10902,10902
11448,11448
10580,10580
10404,10404
11193,11193
10883,10883
10782,10782
10885,10885
11608,11608
11453,11453
11666,11666
11674,11674
10598,10598
10427,10427
11250,11250
11050,11050
10440,10440
10277,10277
10755,10755
11170,11170
10926,10926
10852,10852
11286,11286
10990,10990
11304,11304
10643,10643
10261,10261
10781,10781
11400,11400
11074,11074
10865,10865
11581,11581
10764,10764
11592,11592
10574,10574
11361,11361
10429,10429
10557,10557
10455,10455
11369,11369
11488,11488
10392,10392
10466,10466
10297,10297
10287,10287
11621,11621
11100,11100
11067,11067
10594,10594
11651,11651
10806,10806
11187,11187
11693,11693
10280,10280
11011,11011
10876,10876
10199,10199
11061,11061
11566,11566
10406,10406
10381,10381
10290,10290
11006,11006
11297,11297
10631,10631
10959,10959
11099,11099
10353,10353
11658,11658
10337,10337
11325,11325
10709,10709
10943,10943
10950,10950
10830,10830
10276,10276
11264,11264
10479,10479
11020,11020
11063,11063
11449,11449
11403,11403
10498,10498
10948,10948
10241,10241
10499,10499
10864,10864
10845,10845
11313,11313
10994,10994
11633,11633
11293,11293
10205,10205
11266,11266
11465,11465
11103,11103
11062,11062
11458,11458
11685,11685
11208,11208
11615,11615
10868,10868
10333,10333
10192,10192
10480,10480
11574,11574
11259,11259
10203,10203
11034,11034
10605,10605
10495,10495
10820,10820
10802,10802
10669,10669
11202,11202
10663,10663
10231,10231
11148,11148
11253,11253
10906,10906
10269,10269
10322,10322
11374,11374
11548,11548
11518,11518
10688,10688
10657,10657
11079,11079
10511,10511
10493,10493
10500,10500
10468,10468
10664,10664
10753,10753
10670,10670
10461,10461
11444,11444
10321,10321
10224,10224
10250,10250
10562,10562
11576,11576
10279,10279
11217,11217
10419,10419
10888,10888
11456,11456
10475,10475
11677,11677
11152,11152
10505,10505
11398,11398
10339,10339
11233,11233
11505,11505
10792,10792
10989,10989
10509,10509
10718,10718
10446,10446
11443,11443
10309,10309
11573,11573
10462,10462
11614,11614
11661,11661
10443,10443
11315,11315
10299,10299
10444,10444
10873,10873
11503,11503
10907,10907
11541,11541
11428,11428
10801,10801
10329,10329
10879,10879
10633,10633
10397,10397
11508,11508
10330,10330
11584,11584
11192,11192
10436,10436
11048,11048
10191,10191
11702,11702
11604,11604
10349,10349
11242,11242
11029,11029
11040,11040
11214,11214
11472,11472
10609,10609
10368,10368
11432,11432
11140,11140
11096,11096
10870,10870
10347,10347
10185,10185
11583,11583
10818,10818
10448,10448
10835,10835
10841,10841
11638,11638
10263,10263
11155,11155
11611,11611
11579,11579
10855,10855
10389,10389
11072,11072
10228,10228
10952,10952
10206,10206
10933,10933
10407,10407
10422,10422
11218,11218
11701,11701
11142,11142
11511,11511
11047,11047
11491,11491
11075,11075
10700,10700
11682,11682
10484,10484
11143,11143
11230,11230
10911,10911
11299,11299
11337,11337
10551,10551
11495,11495
10600,10600
10414,10414
10432,10432
10328,10328
10920,10920
10431,10431
11107,11107
11568,11568
10971,10971
11066,11066
10227,10227
10469,10469
10423,10423
11333,11333
10747,10747
11412,11412
11178,11178
10373,10373
11405,11405
11024,11024
10687,10687
11123,11123
10569,10569
11396,11396
11490,11490
10445,10445
10648,10648
11145,11145
11352,11352
10774,10774
10909,10909
10982,10982
10790,10790
11163,11163
11311,11311
11376,11376
11356,11356
11558,11558
10434,10434
11056,11056
10646,10646
10439,10439
10384,10384
10861,10861
11167,11167
10819,10819
11206,11206
11480,11480
11668,11668
10977,10977
10984,10984
11309,11309
10673,10673
11160,11160
11617,11617
10628,10628
10924,10924
11238,11238
10246,10246
10398,10398
10668,10668
11134,11134
11554,11554
11013,11013
11504,11504
11575,11575
10842,10842
11550,11550
11679,11679
11132,11132
11547,11547
11243,11243
11393,11393
10963,10963
10513,10513
10607,10607
11129,11129
10981,10981
11124,11124
10904,10904
11188,11188
11263,11263
11318,11318
11378,11378
11307,11307
11131,11131
10194,10194
10934,10934
11346,11346
11037,11037
11222,11222
10836,10836
10260,10260
10743,10743
11681,11681
10331,10331
10428,10428
11212,11212
10667,10667
10803,10803
10549,10549
11482,11482
11379,11379
11520,11520
10418,10418
11626,11626
10727,10727
11071,11071
10993,10993
10739,10739
10577,10577
10311,10311
11007,11007
10611,10611
10662,10662
10319,10319
10430,10430
11386,11386
11121,11121
10650,10650
11262,11262
11282,11282
11527,11527
11274,11274
10877,10877
10671,10671
10915,10915
11078,11078
10438,10438
10318,10318
10798,10798
11025,11025
10305,10305
11327,11327
11127,11127
10354,10354
11526,11526
11474,11474
11235,11235
10533,10533
10678,10678
10923,10923
10957,10957
10872,10872
10826,10826
11521,11521
10761,10761
10914,10914
10784,10784
10369,10369
11635,11635
10684,10684
11517,11517
10352,10352
10992,10992
11276,11276
10520,10520
11060,11060
10735,10735
10385,10385
10812,10812
11610,11610
10814,10814
10189,10189
11436,11436
10548,10548
10477,10477
10746,10746
11269,11269
10301,10301
10193,10193
10676,10676
10690,10690
11057,11057
11598,11598
11509,11509
11176,11176
10777,10777
11147,11147
10854,10854
11051,11051
11643,11643
10606,10606
10226,10226
10967,10967
10243,10243
11288,11288
11395,11395
11622,11622
10734,10734
11570,11570
10501,10501
11433,11433
11416,11416
11044,11044
10201,10201
10356,10356
11387,11387
10712,10712
11300,11300
10862,10862
10275,10275
11341,11341
11365,11365
10454,10454
11438,11438
10949,10949
10624,10624
10696,10696
11686,11686
11388,11388
10459,10459
10362,10362
10217,10217
11291,11291
11227,11227
10372,10372
10296,10296
10991,10991
11551,11551
11607,11607
10262,10262
11355,11355
11408,11408
11625,11625
10186,10186
10882,10882
10898,10898
11082,11082
11146,11146
11038,11038
10424,10424
11301,11301
11012,11012
10995,10995
10714,10714
10351,10351
10705,10705
10359,10359
11257,11257
10961,10961
11213,11213
11571,11571
11289,11289
10614,10614
10838,10838
11320,11320
11216,11216
11092,11092
10887,10887
11018,11018
10378,10378
10249,10249
10665,10665
10497,10497
10507,10507
10375,10375
11335,11335
10612,10612
11321,11321
10597,10597
11223,11223
10968,10968
10610,10610
10341,10341
10772,10772
11339,11339
10899,10899
11487,11487
11564,11564
10425,10425
11537,11537
10300,10300
11251,11251
11500,11500
10658,10658
11414,11414
10863,10863
11606,11606
10608,10608
11117,11117
10342,10342
10506,10506
10543,10543
10545,10545
10317,10317
10978,10978
11203,11203
11406,11406
11389,11389
10572,10572
11587,11587
10936,10936
10182,10182
10733,10733
10175,10175
10294,10294
11588,11588
11342,11342
11180,11180
10710,10710
10953,10953
10244,10244
11647,11647
10522,10522
10581,10581
11464,11464
11377,11377
10675,10675
11557,11557
10476,10476
11524,11524
10312,10312
10901,10901
10221,10221
11305,11305
10697,10697
10215,10215
10467,10467
10212,10212
10235,10235
11000,11000
11507,11507
11605,11605
10210,10210
11098,11098
11086,11086
10316,10316
10465,10465
10274,10274
10219,10219
10810,10810
10544,10544
11272,11272
11106,11106
11191,11191
11089,11089
11081,11081
10711,10711
11175,11175
10272,10272
10765,10765
10408,10408
11149,11149
10596,10596
10987,10987
11326,11326
11255,11255
10843,10843
10463,10463
11623,11623
11008,11008
10890,10890
10365,10365
11165,11165
10242,10242
11424,11424
10266,10266
10935,10935
11535,11535
11660,11660
10645,10645
11497,11497
11603,11603
10752,10752
10881,10881
10620,10620
10376,10376
10504,10504
10726,10726
11265,11265
11476,11476
11506,11506
11201,11201
11430,11430
11150,11150
10815,10815
10980,10980
11153,11153
11229,11229
10491,10491
11224,11224
11420,11420
10840,10840
10821,10821
10519,10519
11256,11256
11522,11522
11385,11385
10999,10999
10325,10325
10560,10560
10202,10202
10366,10366
10254,10254
11316,11316
10579,10579
10421,10421
11076,11076
10908,10908
10180,10180
10285,10285
11026,11026
11189,11189
10515,10515
11697,11697
11021,11021
10869,10869
10741,10741
10918,10918
11451,11451
11512,11512
10223,10223
10656,10656
11031,11031
11287,11287
11097,11097
11418,11418
10941,10941
11198,11198
10346,10346
10236,10236
11285,11285
10791,10791
11423,11423
10536,10536
10508,10508
11119,11119
11399,11399
11585,11585
10769,10769
10834,10834
10388,10388
10853,10853
10722,10722
10405,10405
10540,10540
10930,10930
10494,10494
11177,11177
10289,10289
11105,11105
10653,10653
10534,10534
11481,11481
10402,10402
11628,11628
11644,11644
11290,11290
11450,11450
11359,11359
10528,10528
11323,11323
10393,10393
10252,10252
10621,10621
11247,11247
11225,11225
11654,11654
11306,11306
10190,10190
10281,10281
11015,11015
11195,11195
10927,10927
10204,10204
10807,10807
11354,11354
10502,10502
10723,10723
11278,11278
10644,10644
11499,11499
11519,11519
11237,11237
10527,10527
11135,11135
11043,11043
11370,11370
10641,10641
10547,10547
11158,11158
11200,11200
10903,10903
11514,11514
10897,10897
10363,10363
11652,11652
10529,10529
11114,11114
11578,11578
11552,11552
10489,10489
10590,10590
11489,11489
10679,10679
10379,10379
10795,10795
10336,10336
11513,11513
11596,11596
11655,11655
11295,11295
10945,10945
11366,11366
10604,10604
11429,11429
10571,10571
11068,11068
11118,11118
10327,10327
10613,10613
10399,10399
10857,10857
10523,10523
11090,11090
10282,10282
10360,10360
10525,10525
11137,11137
11183,11183
10259,10259
11419,11419
10811,10811
10371,10371
11364,11364
10946,10946
10917,10917
10470,10470
11010,11010
10925,10925
10649,10649
10567,10567
11041,11041
10302,10302
11562,11562
10216,10216
11210,11210
10884,10884
10184,10184
10856,10856
10537,10537
11277,11277
10510,10510
11659,11659
10986,10986
11184,11184
10265,10265
10788,10788
10564,10564
11540,11540
10307,10307
11427,11427
10586,10586
11052,11052
10895,10895
10796,10796
11244,11244
10247,10247
11648,11648
10460,10460
10411,10411
10928,10928
11159,11159
10958,10958
11698,11698
11019,11019
10823,10823
11629,11629
10760,10760
10809,10809
11642,11642
10919,10919
10334,10334
11080,11080
11597,11597
11567,11567
10859,10859
10512,10512
11687,11687
11417,11417
11199,11199
10638,10638
11275,11275
11014,11014
10456,10456
10257,10257
10719,10719
10951,10951
11125,11125
11680,11680
10208,10208
10599,10599
11102,11102
11358,11358
11322,11322
11058,11058
10969,10969
11231,11231
11636,11636
11670,11670
11228,11228
10768,10768
10767,10767
10240,10240
10482,10482
11091,11091
10387,10387
11141,11141
10979,10979
11459,11459
10783,10783
11368,11368
10268,10268
10880,10880
10742,10742
11144,11144
10786,10786
10639,10639
10730,10730
11498,11498
10315,10315
11640,11640
11627,11627
10780,10780
10584,10584
10413,10413
10715,10715
10689,10689
11542,11542
10323,10323
11616,11616
10286,10286
10532,10532
11073,11073
11525,11525
11441,11441
11292,11292
10632,10632
11532,11532
10827,10827
10383,10383
11631,11631
11699,11699
10666,10666
10559,10559
11219,11219
10939,10939
10583,10583
10732,10732
10660,10660
10546,10546
11236,11236
11136,11136
11204,11204
11696,11696
11036,11036
10573,10573
11324,11324
11545,11545
10415,10415
10524,10524
10731,10731
10496,10496
11446,11446
10474,10474
10630,10630
11343,11343
10220,10220
10603,10603
11690,11690
11226,11226
11678,11678
10778,10778
11351,11351
11032,11032
10239,10239
11591,11591
10264,10264
10437,10437
11600,11600
10447,10447
10483,10483
10245,10245
11009,11009
11672,11672
10615,10615
11501,11501
10538,10538
10824,10824
10829,10829
11220,11220
10370,10370
11248,11248
11319,11319
11330,11330
11317,11317
10839,10839
11457,11457
10585,10585
11662,11662
11415,11415
10867,10867
11665,11665
11162,11162
11663,11663
10708,10708
11161,11161
10588,10588
11624,11624
10944,10944
11462,11462
11194,11194
10960,10960
10391,10391
10779,10779
11340,11340
10452,10452
11373,11373
11544,11544
11391,11391
10721,10721
10324,10324
10947,10947
11331,11331
11650,11650
10974,10974
10556,10556
11139,11139
11215,11215
11471,11471
11612,11612
11478,11478
11004,11004
10441,10441
10813,10813
10229,10229
11270,11270
11656,11656
11634,11634
11039,11039
11345,11345
11249,11249
11070,11070
10654,10654
11688,11688
11409,11409
11109,11109
10629,10629
10794,10794
10416,10416
10251,10251
11632,11632
11582,11582
10797,10797
10866,10866
10563,10563
11179,11179
10435,10435
10766,10766
10892,10892
10844,10844
11028,11028
11392,11392
11401,11401
10542,10542
10420,10420
11553,11553
10198,10198
10284,10284
11115,11115
11258,11258
10940,10940
10481,10481
11455,11455
10218,10218
11426,11426
11539,11539
10471,10471
11042,11042
11384,11384
10683,10683
10972,10972
11133,11133
11484,11484
11375,11375
10292,10292
10618,10618
10196,10196
10619,10619
11239,11239
11095,11095
11245,11245
10306,10306
11434,11434
11492,11492
10174,10174
10702,10702
10237,10237
10255,10255
10970,10970
11027,11027
10929,10929
11054,11054
11367,11367
10707,10707
10976,10976
10308,10308
11045,11045
10303,10303
10894,10894
11077,11077
10871,10871
10661,10661
10912,10912
11675,11675
10652,10652
10955,10955
11334,11334
10200,10200
10591,10591
10550,10550
11560,11560
10931,10931
10737,10737
10694,10694
10417,10417
11689,11689
10750,10750
10464,10464
10270,10270
11437,11437
11353,11353
10394,10394
11609,11609
10942,10942
10910,10910
11232,11232
10367,10367
10889,10889
10565,10565
10771,10771
10686,10686
10932,10932
10713,10713
10962,10962
11267,11267
11620,11620
10214,10214
10566,10566
11422,11422
10672,10672
10514,10514
11586,11586
10725,10725
10458,10458
11529,11529
10386,10386
11059,11059
10390,10390
11347,11347
11630,11630
10763,10763
11196,11196
11211,11211
11221,11221
11673,11673
10187,10187
11283,11283
11572,11572
10875,10875
11197,11197
10358,10358
11017,11017
11332,11332
11619,11619
11602,11602
11549,11549
11496,11496
10681,10681
11049,11049
11468,11468
10313,10313
10833,10833
11360,11360
10740,10740
11112,11112
10891,10891
10691,10691
11461,11461
11445,11445
11703,11703
11113,11113
10400,10400
10298,10298
10364,10364
11523,11523
10490,10490
